universityName,cityName,countryName
Tabriz University of Medical Sciences,Tabriz,Iran
National Human Genome Research Institute (NHGRI),Bethesda,United States
Damascus University,Damascus,Syrian Arab Republic
Institut Salah Azaiez De Tunis,Tunis,Tunisia
Central South University,Changsha,China
Institut Cochin,Paris,France
Graduate School of Medicine,Tokyo,Japan
Chongqing University,Chongqing,China
The First Affiliated Hospital of Guangxi Medical University,Nanning,China
Ajou University School of Medicine,Suwon,South Korea
BRAC University,Dhaka,Bangladesh
Affiliated Hospital of Southwest Medical University,Luzhou,China
UCL Engineering,London,United Kingdom
University of Mataram,Mataram,Indonesia
Università di Trento,Trento,Italy
Taipei Medical University Shuang-Ho Hospital,New Taipei City,Taiwan
University of Central Punjab,Lahore,Pakistan
Centre de Recherche Entomologique de Cotonou,Cotonou,Benin
Changzhou Wujin People's Hospital,Changzhou,China
National Institute of Fitness and Sports in Kanoya,Kanoya,Japan
Southeast University,Nanjing,China
UAMS College of Medicine,Little Rock,United States
Nanjing Medical University,Nanjing,China
"Università degli Studi di Firenze, Facoltà di Medicina e Chirurgia",Florence,Italy
Chiang Mai University,Chaing Mai,Thailand
Yangtze University,Jingzhou,China
Max Planck Institute for Intelligent Systems,Tubingen,Germany
Universidad de Concepcion,Concepcion,Chile
Kampala International University,Kampala,Uganda
SBUMS Men’s Health and Reproductive Health Research Center,Tehran,Iran
College of Dentistry,Riyadh,Saudi Arabia
Miami Transplant Institute,Miami,United States
Fudan University,Shanghai,China
IRCCS Azienda Unità Sanitaria Locale di Reggio Emilia,Reggio Emilia,Italy
Shanxi Bethune Hospital,Taiyuan,China
University Medical Center Utrecht,Utrecht,Netherlands
Jinzhou Medical University,Jinzhou,China
University Center of Maceió,Maceio,Brazil
"Institut de Recherche sur le Cancer et le Vieillissement, Nice",Nice,France
Wright State University Boonshoft School of Medicine,Dayton,United States
Harvard Medical School,Boston,United States
Korea Disease Control and Prevention Agency,Cheongju,South Korea
Air Force Medical University,Xi'an,China
National Cheng Kung University Hospital,Tainan,Taiwan
Tonami General Hospital,Tonami,Japan
The First Hospital of Hebei Medicine University,Shijiazhuang City,China
Graduate School of Medicine,Maebashi,Japan
Government Medical College Srinagar,Srinagar,India
Riyadh Elm University,Riyadh,Saudi Arabia
The Second Affiliated Hospital of Chongqing Medical University,Chongqing,China
Medizinische Universitat Innsbruck,Innsbruck,Austria
Universitätsklinikum Jena und Medizinische Fakultät,Jena,Germany
Central South University,Changsha,China
Golestan Hospital (AJUMS),Ahvaz,Iran
Qingdao University,Qingdao,China
Nnamdi Azikiwe University,Awka,Nigeria
Universiteit Maastricht,Maastricht,Netherlands
Shantou University,Shantou,China
Tsinghua University,Beijing,China
Jinan University,Guangzhou,China
Asadabad School of Medical Sciences,Asadabad,Iran
University of Toronto,Toronto,Canada
Univerzita Komenského v Bratislave,Bratislava,Slovakia
Zunyi Medical University,Zunyi,China
Universität Kassel,Kassel,Germany
Università degli Studi di Napoli Federico II,Naples,Italy
Second Affiliated Hospital of Harbin Medical University,Harbin,China
Brigham Young University,Provo,United States
Universidade do Vale do Paraiba,Sao Jose dos Campos,Brazil
Beijing University of Chinese Medicine,Beijing,China
"Faculty of Medicine, Dentistry and Health Sciences",Melbourne,Australia
Faculty of Medicine,Helwan,Egypt
Université Libanaise,Beirut,Lebanon
North Sichuan Medical College,Nanchang,China
Lishui Central Hospital,Lishui,China
Norwich Research Park,Norwich,United Kingdom
Klinikum Duisburg,Duisburg,Germany
Erasmus MC,Rotterdam,Netherlands
Third Affiliated Hospital of Soochow University,Changzhou,China
Patuakhali Science and Technology University,Patuakhali,Bangladesh
Université de Monastir,Monastir,Tunisia
Hubei University of Medicine,Shiyan,China
First Affiliated Hospital of Zhengzhou University,Zhengzhou,China
Addis Continental Institute of Public Health,Addis Ababa,Ethiopia
Terry Fox Laboratory,Vancouver,Canada
Aleppo Faculty of Medicine,Aleppo,Syrian Arab Republic
Icahn School of Medicine at Mount Sinai,New York,United States
Università degli Studi di Milano,Milan,Italy
Universitätsklinikum Hamburg-Eppendorf,Hamburg,Germany
Shahid Beheshti University of Medical Sciences,Tehran,Iran
Jimma University,Jimma,Ethiopia
Fukushima Medical University,Fukushima,Japan
Menoufia University Faculty of Medicine,Shibin El Kom,Egypt
Stockholms universitet,Stockholm,Sweden
Chongqing Medical University,Chongqing,China
Humanitas University,Pieve Emanuele,Italy
Hayatabad Medical Complex,Peshawar,Pakistan
Shahid Beheshti University of Medical Sciences,Tehran,Iran
National Eye Institute (NEI),Bethesda,United States
Folkehelseinstituttet,Oslo,Norway
National Institute of Laser Enhanced Sciences,Giza,Egypt
Medizinische Hochschule Brandenburg Theodor Fontane,Neuruppin,Germany
King Chulalongkorn Memorial Hospital,Bangkok,Thailand
Giresun Üniversitesi,Giresun,Turkey
Sun Yat-Sen University,Guangzhou,China
Children’s National Hospital,Washington,United States
Fukushima Medical University,Fukushima,Japan
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
University of Bern,Bern,Switzerland
Wuhan University,Wuhan,China
Universidade Nova de Lisboa,Lisbon,Portugal
Firat Üniversitesi,Elazig,Turkey
"Centre Hospitalier Universitaire Brugmann, Brussels",Brussels,Belgium
Medical College of Soochow University,Suzhou,China
Université de Strasbourg,Strasbourg,France
Baqiyatallah University of Medical Sciences,Tehran,Iran
The First Affiliated Hospital of Wenzhou Medical University,Wenzhou,China
King Saud University,Riyadh,Saudi Arabia
Peking University Third Hospital,Beijing,China
Hormozgan University of Medical Sciences,Bandar Abbas,Iran
University of Birmingham,Birmingham,United Kingdom
University of Washington,Seattle,United States
Rigshospitalet,Copenhagen,Denmark
Chelsea and Westminster Hospital,London,United Kingdom
Peking Union Medical College Hospital,Beijing,China
Faculty of Medicine,Brisbane,Australia
"Kangwon National University, College of Medicine",Chuncheon,South Korea
"The Faculty of Medicine, Health and Human Sciences",Macquarie Park,Australia
"Faculty of Health, Medicine and Life Sciences",Maastricht,Netherlands
Maurer School of Law,Bloomington,United States
Medizinischen Fakultät der Universität Bonn,Bonn,Germany
,,
University of Wisconsin-Madison,Madison,United States
Universidad de Granada,Granada,Spain
Changzheng Hospital,Shanghai,China
Children's Medical Center (TUMS),Tehran,Iran
Mayo Clinic,Rochester,United States
Peking University Health Science Center,Beijing,China
Technische Universität München,Munich,Germany
Schulich School of Medicine &amp; Dentistry,London,Canada
University of Health Sciences,Istanbul,Turkey
Shanghai University of Medicine &amp; Health Sciences,Shanghai,China
Jiangsu Province Hospital of TCM,Nanjing,China
Razi University,Kermanshah,Iran
"University of Aberdeen School of Medicine, Medical Sciences and Nutrition",Aberdeen,United Kingdom
National Taiwan University Hospital,Taipei,Taiwan
Prince of Wales Hospital Hong Kong,Hong Kong,Hong Kong
Peking University Health Science Center,Beijing,China
Novo Nordisk Foundation Center for Protein Research,Copenhagen,Denmark
Jinan University,Guangzhou,China
Oulun Yliopisto,Oulu,Finland
BRAC University,Dhaka,Bangladesh
Neurology and Neurophysiology Centre,Vienna,Austria
Changchun University of Chinese Medicine,Changchun,China
Medical School of Pusan National University,Yangsan,South Korea
Chongqing Medical University,Chongqing,China
"Daiichi Sankyo Company, Limited",Tokyo,Japan
Faculty of Pharmacy,Cairo,Egypt
Saitama Medical University International Medical Center,Hidaka,Japan
Donders Centre voor Cognitive Neuroimaging,Nijmegen,Netherlands
Università degli Studi di Modena e Reggio Emilia,Modena,Italy
Radboud University Medical Center,Nijmegen,Netherlands
Faculty of Medicine,Qena,Egypt
St. Paul’s Millennium Medical College,Addis Ababa,Ethiopia
Guy's and St Thomas' NHS Foundation Trust,London,United Kingdom
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Université Grenoble Alpes,Saint Martin d'Heres,France
Nanjing Agricultural University,Nanjing,China
KU Leuven,Leuven,Belgium
Forensic Genetics &amp; Chemistry Division,Seoul,South Korea
Guilin Medical College,Guilin,China
Guangdong Provincial People’s Hospital of Southern Medical University,Guangzhou,China
Hainan Medical University,Haikou,China
Guangxi University of Foreign Languages,Nanning,China
The George Washington University School of Medicine and Health Sciences,"Washington, D.C.",United States
"Beijing Chao-Yang Hospital, Capital Medical University",Beijing,China
"Luddy School of Informatics, Computing, and Engineering",Bloomington,United States
Itä-Suomen yliopisto,Kuopio,Finland
Sahlgrenska Akademin,Gothenburg,Sweden
The Second Affiliated Hospital Zhejiang University School of Medicine,Hangzhou,China
College of Medicine-Riyadh,Riyadh,Saudi Arabia
Shinshu University Faculty of Medicine,Matsumoto,Japan
"Institute of Cytology and Genetics, Siberian Branch of the Russian Academy of Sciences",Novosibirsk,Russian Federation
China University of Geosciences,Wuhan,China
Tampere University,Tampere,Finland
Universidade do Estado do Rio de Janeiro,Rio de Janeiro,Brazil
Xinjiang Medical University,Urumqi,China
"All India Institute of Medical Sciences, Bathinda",Bhatinda,India
Cancer Registry of Norway,Oslo,Norway
Veterans General Hospital-Taichung Taiwan,Taichung,Taiwan
Addis Ababa University,Addis Ababa,Ethiopia
University of Gour Banga,Malda,India
University Institute of Maia,Maia,Portugal
University of Lahore,Lahore,Pakistan
Michigan State University,East Lansing,United States
Qilu Hospital of Shandong University,Jinan,China
University of Kent,Canterbury,United Kingdom
Université de Yaoundé I,Yaounde,Cameroon
Debre Tabor University,Debre Tabor,Ethiopia
Université Paris Cité,Paris,France
The University of Queensland,Brisbane,Australia
Shandong University,Jinan,China
Università degli Studi di Verona,Verona,Italy
Leids Universitair Medisch Centrum,Leiden,Netherlands
Tokat Gaziosmanpaşa Üniversitesi,Tokat,Turkey
The State Key Laboratory for Diagnosis and Treatment of Infectious Diseases,Hangzhou,China
Akademia Wychowania Fizycznego we Wroclawiu,Wroclaw,Poland
Imperial College Healthcare NHS Trust,London,United Kingdom
Radboud University Medical Center,Nijmegen,Netherlands
Debre Berhan University,Debre Berhan,Ethiopia
Student Research Committee,Khorramabad,Iran
Universitair Ziekenhuis Antwerpen,Edegem,Belgium
School of Health Management and Information Sciences,Tehran,Iran
Technische Universität München,Munich,Germany
School of Medicine,Xiamen,China
University of Toronto Faculty of Medicine,Toronto,Canada
Roskilde Universitet,Roskilde,Denmark
Institute of Nutrition and Fitness Sciences,Pune,India
The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University,Wenzhou,China
University of Zambia,Lusaka,Zambia
Humanitas University,Pieve Emanuele,Italy
Peking University Hospital of Stomatology,Beijing,China
University of Management and Technology Lahore,Lahore,Pakistan
Universität Hamburg,Hamburg,Germany
Policlinico Tor Vergata,Rome,Italy
Faculty of Medicine,Cairo,Egypt
Université Marien Ngouabi,Brazzaville,Democratic Republic Congo
Haikou People's Hospital,Haikou,China
Sykehuset I Vestfold,Tonsberg,Norway
Egyptian Petroleum Research Institute,Cairo,Egypt
Graduate School of Medicine,Suita,Japan
Vellore Institute of Technology,Vellore,India
Universidade Federal do Pampa,Bage,Brazil
Hamamatsu University School of Medicine,Hamamatsu,Japan
St. Paul‘s Hospital Millennium Medical College,Addis Ababa,Ethiopia
Ecole des hautes études en santé publique,Rennes,France
Diakonhjemmet Sykehus,Oslo,Norway
Tongji Medical College of Huazhong University of Science and Technology,Wuhan,China
Shiraz University,Shiraz,Iran
"Centro de Investigação em Desporto, Saúde e Desenvolvimento Humano",Vila Real,Portugal
The State Key Laboratory for Diagnosis and Treatment of Infectious Diseases,Hangzhou,China
Soochow University,Suzhou,China
School of Medicine (IUMS),Tehran,Iran
Harvard Medical School,Boston,United States
The First Affiliated Hospital of Chongqing Medical University,Chongqing,China
The University of Alabama at Birmingham,Birmingham,United States
Bugando Medical Centre,Mwanza,Tanzania
Binzhou Medical College,Binzhou,China
Universiti Kebangsaan Malaysia,Bangi,Malaysia
University of Washington School of Medicine,Seattle,United States
Jiangnan University,Wuxi,China
"Mashhad University of Medical Sciences, School of Medicine",Mashhad,Iran
Taipei Veterans General Hospital,Taipei,Taiwan
Guangzhou University of Chinese Medicine,Guangzhou,China
University of Birmingham,Birmingham,United Kingdom
Saitama Medical University,Moroyama,Japan
Siriraj Hospital,Bangkok,Thailand
Toho University Medical Center Omori Hospital,Tokyo,Japan
Shahid Beheshti University of Medical Sciences,Tehran,Iran
Vanderbilt University Medical Center,Nashville,United States
Fudan University Shanghai Cancer Center,Shanghai,China
King Saud Hospital Riyadh,Riyadh,Saudi Arabia
United States Agency for International Development,"Washington, D.C.",United States
Rotman Institute of Philosophy,London,Canada
"University of California, San Diego",La Jolla,United States
Multiple Sclerosis Association of Leganés. Leganés,Madrid,Spain
Tianjin Hospital,Tianjin,China
"Dankook University, College of Medicine",Cheonan,South Korea
Universitetssykehuset i Trondheim,Trondheim,Norway
"Institute of Materia Medica, Chinese Academy of Medical Sciences &amp; Peking Union Medical College",Beijing,China
Lunenfeld-Tanenbaum Research Institute,Toronto,Canada
Germans Trias i Pujol Research Institute (IGTP),Badalona,Spain
Università degli Studi di Siena,Siena,Italy
Kyungpook National University,Daegu,South Korea
"Centre Hospitalier Universitaire de Nice, Hôpital Pasteur",Nice,France
West China School of Medicine/West China Hospital of Sichuan University,Chengdu,China
National Hospital Organization Nagoya Medical Center,Nagoya,Japan
MetroHealth Medical Center Cleveland,Cleveland,United States
Faculty of Medicine,Brisbane,Australia
University of Electronic Science and Technology of China,Chengdu,China
Western Australian Centre for Rural Health,Geraldton,Australia
Fujian Medical University,Fuzhou,China
Renmin Hospital of Wuhan University,Wuhan,China
Universidade de São Paulo,Sao Paulo,Brazil
Fudan University,Shanghai,China
Shaanxi Second People's Hospital,Xi'an,China
School of Nutritional Sciences and Dietetics,Tehran,Iran
Ruijin Hospital,Shanghai,China
Christian-Albrechts-Universität zu Kiel,Kiel,Germany
Université Paris Cité,Paris,France
